2D GRID SCAN RESULTS
a_exo_test = -2.5,  b_exo_test = 1.0
Metric: sigma8_exo(z) / sigma8_LCDM(z)
Value > 1.0 means growth enhancement at that redshift

   z_c   sigma_z  z=6.5  z=7.5  z=8.5  z=9.5  z=10.5  z=11.5  z=12.5  z=13.5  z=14.5  z=15.5  z=16.5  z=17.5  z=18.5  z=20.0
  25.2       8.8  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2       9.0  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2       9.2  1.0003  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2       9.4  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2       9.6  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2       9.8  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      10.0  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      10.2  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      10.4  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      10.6  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      10.8  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      11.0  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      11.2  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      11.4  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      11.6  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      11.8  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      12.0  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      12.2  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      12.4  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      12.6  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      12.8  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      13.0  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      13.2  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      13.4  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      13.6  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      13.8  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      14.0  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      14.2  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      14.4  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      14.6  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      14.8  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      15.0  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      15.2  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      15.4  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.2      15.6  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.2      15.8  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.2      16.0  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.2      16.2  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.2      16.4  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.2      16.6  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.2      16.8  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.4       3.0  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001
  25.4       3.2  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001
  25.4       3.4  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001
  25.4       3.6  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001
  25.4       3.8  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       4.0  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       4.2  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       4.4  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       4.6  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       4.8  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       5.0  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       5.2  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       5.4  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       5.6  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       5.8  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       6.0  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       6.2  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       6.4  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       6.6  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       6.8  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       7.0  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       7.2  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       7.4  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       7.6  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       7.8  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       8.0  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       8.2  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       8.4  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       8.6  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       8.8  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       9.0  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       9.2  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       9.4  1.0003  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       9.6  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4       9.8  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      10.0  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      10.2  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      10.4  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      10.6  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      10.8  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      11.0  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      11.2  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      11.4  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      11.6  1.0004  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      11.8  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      12.0  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      12.2  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      12.4  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      12.6  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      12.8  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      13.0  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      13.2  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      13.4  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      13.6  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      13.8  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      14.0  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      14.2  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      14.4  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      14.6  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      14.8  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      15.0  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      15.2  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      15.4  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      15.6  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.4      15.8  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.4      16.0  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.4      16.2  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.4      16.4  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.4      16.6  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.4      16.8  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0000
  25.6       3.0  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
  25.6       3.2  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001
  25.6       3.4  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001
  25.6       3.6  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001
  25.6       3.8  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001
  25.6       4.0  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       4.2  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       4.4  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       4.6  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       4.8  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       5.0  1.0000  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       5.2  1.0000  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       5.4  1.0000  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       5.6  1.0000  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       5.8  1.0000  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       6.0  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       6.2  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       6.4  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       6.6  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       6.8  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       7.0  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       7.2  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       7.4  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       7.6  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       7.8  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       8.0  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       8.2  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       8.4  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       8.6  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       8.8  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       9.0  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       9.2  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       9.4  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       9.6  1.0003  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6       9.8  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      10.0  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      10.2  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      10.4  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      10.6  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      10.8  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      11.0  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      11.2  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      11.4  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      11.6  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      11.8  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      12.0  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      12.2  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      12.4  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      12.6  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      12.8  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      13.0  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      13.2  1.0004  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      13.4  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      13.6  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      13.8  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      14.0  1.0004  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      14.2  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      14.4  1.0004  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      14.6  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      14.8  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      15.0  1.0003  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      15.2  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
  25.6      15.4  1.0003  1.0003  1.0002  1.0002  1.0002  1.0002  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001  1.0001
