2D GRID SCAN RESULTS
a_exo_test = -2.5,  b_exo_test = 1.0
Metric: sigma8_exo(z) / sigma8_LCDM(z)
Value > 1.0 means growth enhancement at that redshift

   z_c   sigma_z  z=6.5  z=7.5  z=8.5  z=9.5  z=10.5  z=11.5  z=12.5  z=13.5  z=14.5  z=15.5  z=16.5  z=17.5  z=18.5  z=20.0
   6.0       3.4  1.0011  1.0005  1.0002  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000  1.0000  1.0000
   6.0       3.6  1.0010  1.0004  1.0001  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000  1.0000
   6.0       3.8  1.0009  1.0004  1.0001  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000
   6.0       4.0  1.0008  1.0003  1.0001  0.9999  0.9999  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.0       4.2  1.0007  1.0003  1.0000  0.9999  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.0       4.4  1.0006  1.0002  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.0       4.6  1.0005  1.0001  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.0       4.8  1.0004  1.0001  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999
   6.0       5.0  1.0003  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999
   6.0       5.2  1.0002  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0       5.4  1.0001  1.0000  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0       5.6  1.0001  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0       5.8  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0       6.0  0.9999  0.9998  0.9998  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0       6.2  0.9999  0.9998  0.9998  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       6.4  0.9998  0.9998  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       6.6  0.9998  0.9997  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       6.8  0.9997  0.9997  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       7.0  0.9997  0.9997  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       7.2  0.9996  0.9997  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       7.4  0.9996  0.9996  0.9997  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       7.6  0.9996  0.9996  0.9996  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       7.8  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       8.0  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       8.2  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       8.4  0.9994  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       8.6  0.9994  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       8.8  0.9994  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       9.0  0.9994  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       9.2  0.9993  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       9.4  0.9993  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       9.6  0.9993  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0       9.8  0.9993  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      10.0  0.9993  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      10.2  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      10.4  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      10.6  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      10.8  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      11.0  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      11.2  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      11.4  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      11.6  0.9991  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      11.8  0.9991  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      12.0  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      12.2  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      12.4  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      12.6  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      12.8  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      13.0  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.0      13.2  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      13.4  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      13.6  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      13.8  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      14.0  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      14.2  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      14.4  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      14.6  0.9990  0.9993  0.9995  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      14.8  0.9990  0.9993  0.9995  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      15.0  0.9990  0.9993  0.9994  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      15.2  0.9990  0.9993  0.9994  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      15.4  0.9990  0.9993  0.9994  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      15.6  0.9990  0.9993  0.9994  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      15.8  0.9990  0.9993  0.9994  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      16.0  0.9990  0.9993  0.9994  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      16.2  0.9990  0.9993  0.9994  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      16.4  0.9990  0.9993  0.9994  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      16.6  0.9990  0.9993  0.9994  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.0      16.8  0.9990  0.9992  0.9994  0.9996  0.9996  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2       3.0  1.0014  1.0007  1.0003  1.0001  1.0000  0.9999  0.9999  0.9999  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
   6.2       3.2  1.0013  1.0006  1.0003  1.0001  1.0000  0.9999  0.9999  0.9999  0.9999  1.0000  1.0000  1.0000  1.0000  1.0000
   6.2       3.4  1.0012  1.0006  1.0002  1.0000  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000  1.0000  1.0000
   6.2       3.6  1.0011  1.0005  1.0002  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000  1.0000
   6.2       3.8  1.0010  1.0005  1.0002  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000
   6.2       4.0  1.0009  1.0004  1.0001  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000
   6.2       4.2  1.0008  1.0004  1.0001  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.2       4.4  1.0007  1.0003  1.0001  0.9999  0.9999  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.2       4.6  1.0006  1.0002  1.0000  0.9999  0.9999  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.2       4.8  1.0005  1.0002  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.2       5.0  1.0004  1.0001  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999
   6.2       5.2  1.0003  1.0001  0.9999  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999
   6.2       5.4  1.0002  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999
   6.2       5.6  1.0002  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2       5.8  1.0001  0.9999  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2       6.0  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2       6.2  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2       6.4  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2       6.6  0.9999  0.9998  0.9998  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2       6.8  0.9998  0.9998  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       7.0  0.9998  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       7.2  0.9997  0.9997  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       7.4  0.9997  0.9997  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       7.6  0.9996  0.9997  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       7.8  0.9996  0.9996  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       8.0  0.9996  0.9996  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       8.2  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       8.4  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       8.6  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       8.8  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       9.0  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       9.2  0.9994  0.9995  0.9996  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       9.4  0.9994  0.9995  0.9996  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       9.6  0.9993  0.9995  0.9996  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2       9.8  0.9993  0.9995  0.9996  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      10.0  0.9993  0.9995  0.9996  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      10.2  0.9993  0.9995  0.9996  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      10.4  0.9993  0.9994  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      10.6  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      10.8  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      11.0  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      11.2  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      11.4  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      11.6  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      11.8  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      12.0  0.9992  0.9994  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.2      12.2  0.9991  0.9994  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      12.4  0.9991  0.9994  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      12.6  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      12.8  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      13.0  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      13.2  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      13.4  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      13.6  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      13.8  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      14.0  0.9991  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      14.2  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      14.4  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      14.6  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      14.8  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      15.0  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      15.2  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      15.4  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      15.6  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      15.8  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      16.0  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      16.2  0.9990  0.9993  0.9995  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      16.4  0.9990  0.9993  0.9994  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      16.6  0.9990  0.9993  0.9994  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.2      16.8  0.9990  0.9993  0.9994  0.9996  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.4       3.0  1.0015  1.0008  1.0003  1.0001  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
   6.4       3.2  1.0014  1.0007  1.0003  1.0001  1.0000  1.0000  0.9999  0.9999  0.9999  1.0000  1.0000  1.0000  1.0000  1.0000
   6.4       3.4  1.0013  1.0007  1.0003  1.0001  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000  1.0000  1.0000  1.0000
   6.4       3.6  1.0012  1.0006  1.0003  1.0001  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000  1.0000  1.0000
   6.4       3.8  1.0011  1.0006  1.0002  1.0000  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000  1.0000
   6.4       4.0  1.0010  1.0005  1.0002  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000
   6.4       4.2  1.0009  1.0004  1.0002  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  1.0000
   6.4       4.4  1.0008  1.0004  1.0001  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.4       4.6  1.0007  1.0003  1.0001  1.0000  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.4       4.8  1.0006  1.0003  1.0001  0.9999  0.9999  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.4       5.0  1.0005  1.0002  1.0000  0.9999  0.9999  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.4       5.2  1.0004  1.0002  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999  0.9999
   6.4       5.4  1.0003  1.0001  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999
   6.4       5.6  1.0003  1.0001  0.9999  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999
   6.4       5.8  1.0002  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999  0.9999
   6.4       6.0  1.0001  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.4       6.2  1.0001  0.9999  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.4       6.4  1.0000  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.4       6.6  0.9999  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.4       6.8  0.9999  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.4       7.0  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.4       7.2  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.4       7.4  0.9997  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999  0.9999
   6.4       7.6  0.9997  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4       7.8  0.9997  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4       8.0  0.9996  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4       8.2  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4       8.4  0.9996  0.9996  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4       8.6  0.9995  0.9996  0.9997  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4       8.8  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4       9.0  0.9995  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4       9.2  0.9994  0.9996  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4       9.4  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4       9.6  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4       9.8  0.9994  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
   6.4      10.0  0.9993  0.9995  0.9996  0.9997  0.9997  0.9997  0.9998  0.9998  0.9998  0.9998  0.9998  0.9999  0.9999  0.9999
